url,depth,title,meta_description,meta_keywords,favicon,canonical_url,og_title,og_description,og_image,url_length,url_params_count,url_path_depth,internal_link_count,external_link_count,nofollow_link_count,empty_anchor_text_count,generic_anchor_text_count,keyword_rich_anchor_text_count,internal_external_ratio,total_link_count,js_files_count,css_files_count,image_count,font_count,video_count,audio_count,internal_resources_count,external_resources_count,word_count,content_size,crawl_timestamp,status_code
https://ddosecrets.com,0,Home - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Home - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,22,0,0,103,10,0,0,31,20,10.3,113,2,1,0,0,0,0,2,1,1284,22214,2025-06-17T07:45:15.598582,200
https://ddosecrets.com/,1,Home - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Home - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,23,0,0,103,10,0,0,31,20,10.3,113,2,1,0,0,0,0,2,1,1284,22214,2025-06-17T07:45:16.025797,200
https://ddosecrets.com/about,2,About Us - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,About Us - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,28,0,1,9,14,0,0,7,3,0.6428571428571429,23,2,1,9,0,0,0,2,10,543,14835,2025-06-17T07:45:19.114461,200
https://ddosecrets.com/submit,3,Submit - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Submit - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,29,0,1,4,10,0,0,2,4,0.4,14,3,1,0,0,0,0,3,1,417,7080,2025-06-17T07:45:21.743657,200
https://ddosecrets.com/cdn-cgi/l/email-protection,4,Email Protection | Cloudflare,,,,,,,,49,0,3,0,4,0,0,1,2,0.0,4,0,1,0,0,0,0,1,0,120,4680,2025-06-17T07:45:21.785703,200
https://ddosecrets.com/type/Hack,3,Articles of Type: Hack - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles of Type: Hack - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,32,0,2,816,8,0,0,270,109,102.0,824,3,1,0,0,0,0,3,1,10299,142879,2025-06-17T07:45:26.492022,200
https://ddosecrets.com/type/Corporate,4,Articles of Type: Corporate - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles of Type: Corporate - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,37,0,2,507,8,0,0,167,38,63.375,515,2,1,0,0,0,0,2,1,6336,87838,2025-06-17T07:45:29.979295,200
https://ddosecrets.com/country/United%20States,5,Articles from United States - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles from United States - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,46,0,2,384,8,0,0,128,65,48.0,392,2,1,0,0,0,0,2,1,4893,68819,2025-06-17T07:45:33.412678,200
https://ddosecrets.com/article/cia-travel-advice-to-operatives,6,CIA Travel Advice To Operatives - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,CIA Travel Advice To Operatives - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,62,0,2,54,10,0,0,14,16,5.4,64,2,1,0,0,0,0,2,1,757,15465,2025-06-17T07:45:33.878341,200
https://ddosecrets.com/type/Limited%20Distribution,7,Articles of Type: Limited Distribution - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles of Type: Limited Distribution - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,50,0,2,270,8,0,0,88,41,33.75,278,2,1,0,0,0,0,2,1,3608,50346,2025-06-17T07:45:37.748665,200
https://ddosecrets.com/source/Anonymous,8,Articles from Anonymous - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles from Anonymous - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,39,0,2,237,8,0,0,77,35,29.625,245,2,1,0,0,0,0,2,1,3002,44746,2025-06-17T07:45:42.002894,200
https://ddosecrets.com/all_categories,9,All Categories - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,All Categories - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,37,0,1,215,8,0,0,2,34,26.875,223,2,1,0,0,0,0,2,1,426,23575,2025-06-17T07:45:44.647261,200
